Volume,Page,Sheet Type,Decade,Country,County,Subdivision,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1870-1879_13_pt2,97,Rainfall,1870s,Ireland/Northern Ireland,Down,-,NEWCASTLE POST OFFICE NEWRY,10,1870,[....2#....],14,0,11.7,1874/11,1875/12,1,0,60.2,,NEWCASTLE-POST-OFFICE-NEWRY,,,,,,,no elev. EP Coulter full record ##
TYRain_1870-1879_13_pt2,99,Rainfall,1870s,Ireland/Northern Ireland,Down,-,CASTLEWELLAN WOODLAWN,10,1870,[.....###..],36,0,30,1875/01,1877/12,3,0,54.7,,CASTLEWELLAN-WOODLAWN,,,,290,,,290' J Smyth Jn CE
TYRain_1870-1879_13_pt2,102,Rainfall,1870s,Ireland/Northern Ireland,Down,-,Kircubbin Tubber-na-Carrig,10,1870,[.........#],12,0,10,1879/01,1879/12,1,0,30.6,,KIRCUBBIN-TUBBER-NA-CARRIG,,,,50,,,50' W Browne. Kircubbin 3 furlongs SW
TYRain_1870-1879_13_pt2,107,Rainfall,1870s,Ireland/Northern Ireland,Down,-,HILLTOWN DEERS MEADOW,10,1870,[........3.],3,0,2.5,1878/01,1878/03,0,0,,,HILLTOWN-DEERS-MEADOW,,,,1050,,,"1050' J Smyth Jn. 3 months ends, gaugemoved - interfered with"
TYRain_1870-1879_13_pt2,108,Rainfall,1870s,Ireland/Northern Ireland,Down,-,HILLTOWN,10,1870,[.....#####],60,0,50,1875/01,1879/12,4,1,43.6,,HILLTOWN,,,,430,,,430' H Hall Clouduff ch 200yds E
TYRain_1870-1879_13_pt2,109,Rainfall,1870s,Ireland/Northern Ireland,Down,-,LOUGH ISLAND RESERVOIR,10,1870,[......####] Dup,48,0,40,1876/01,1879/12,4,0,42.9,Duplication,LOUGH-ISLAND-RES,,,,440,,,440' Bann Res Co.. Almost certainly related to CASTLEWELLAN-LOUGH-ISLAND
TYRain_1870-1879_13_pt3,4,Rainfall,1870s,Ireland/Northern Ireland,Antrim,-,BELFAST ELMGROVE HOUSE,10,1870,[.....##...],24,0,20,1875/01,1876/12,2,0,36.5,,BELFAST-ELMGROVE-HOUSE,,,,16?,,,1875-6 full record. J Barbour 16?'
TYRain_1870-1879_13_pt3,21,Rainfall,1870s,Ireland/Northern Ireland,Antrim,-,CRUMLIN,10,1870,[.....####8],56,0,46.7,1875/01,1879/08,4,0,36.0,,CRUMLIN,,,,240,,,240' G Dixon.
TYRain_1870-1879_13_pt3,29,Rainfall,1870s,Ireland/Northern Ireland,Londonderry,-,LONDONDERRY NEW BUILDINGS,10,1870,[......8...],8,0,6.7,1876/01,1876/08,0,0,,,LONDONDERRY-NEW-BUILDINGS,,,,,,,no info 8 months in 1876
TYRain_1870-1879_13_pt3,31,Rainfall,1870s,Ireland/Northern Ireland,Londonderry,-,LONDONDERRY ABERCARN ROAD,10,1870,[........3#] Dup,15,0,12.5,1878/10,1879/12,1,0,36.1,Duplication,LONDONDERRY-ABERCARN-ROAD,,,,94,,,94' J Conroy. All Saints ch 120yds N
TYRain_1870-1879_13_pt3,33,Rainfall,1870s,Ireland/Northern Ireland,Londonderry,-,LONDONDERRY,10,1870,[.........#] Dup,12,0,10,1879/01,1879/12,1,0,35.8,Duplication,LONDONDERRY-MO,,,,,,,Met Council no other info
TYRain_1870-1879_13_pt3,36,Rainfall,1870s,Ireland/Northern Ireland,Londonderry,-,NEWTOWN LIMAVADY FARLOUGH,10,1870,[........2.],2,0,1.7,1878/06,1878/07,0,0,,,NEWTOWN-LIMOVADY-FARLOUGH,,,,,,,B Fawcett 2 months
TYRain_1870-1879_13_pt3,37,Rainfall,1870s,Ireland/Northern Ireland,Londonderry,-,DROMORE,10,1870,[....##....],22,0,18.3,1874/01,1875/12,1,0,34.4,,DROMORE,,,,,,,no info
TYRain_1870-1879_13_pt3,42,Rainfall,1870s,Ireland/Northern Ireland,Tyrone,-,MOY BENBURB,10,1870,[.....###9.],45,0,37.5,1875/01,1878/09,3,0,36.5,,MOY-BENBURB,,,,,,,no elev. S Robinson
TYRain_1870-1879_13_pt3,47,Rainfall,1870s,Ireland/Northern Ireland,Tyrone,-,DUNGANNON POMEROY,10,1870,[.....###..],36,0,30,1875/01,1877/12,3,0,47.3,,DUNGANNON-POMEROY,,,,400,,,400. Full record gauge moved to Allan rock 1 mile distant in 1878
TYRain_1870-1879_13_pt3,49,Rainfall,1870s,Ireland/Northern Ireland,Tyrone,-,DUNGANNON ALLAN ROCK,10,1870,[........##],24,0,20,1878/01,1879/12,2,0,39.7,,DUNGANNON-ALLAN-ROCK,IH 7572,,,350,,,350' Rev VA Brenan. Pomeroy ch 2miles S
TYRain_1870-1879_13_pt3,51,Rainfall,1870s,Ireland/Northern Ireland,Tyrone,-,COOKSTOWN BALLYMULLY GLEBE,10,1870,[.....####.],48,0,40,1875/01,1878/12,4,0,42.9,,COOKSTOWN-BALLYMULLY-GLEBE,,,,200,,,200' Rev TM Porter DD died 1879. full record ##
TYRain_1870-1879_13_pt3,59,Rainfall,1870s,Ireland/Northern Ireland,Tyrone,-,NEWTOWNSTEWART DRUMQUIN,10,1870,[.....#1...],13,0,10.8,1875/01,1876/01,1,0,41.4,,NEWTOWNSTEWART-DRUMQUIN,,,,,,,no elev. Rev G Hennersy. Full record ##
TYRain_1870-1879_13_pt3,60,Rainfall,1870s,Ireland/Northern Ireland,Tyrone,-,STRABANE,10,1870,[.....#83#.],35,0,29.2,1875/01,1878/12,2,0,32.3,,STRABANE-OBS-MCKINLAY,,,,20,,,20' M McKinlay full record ## observer left
TYRain_1870-1879_13_pt3,64,Rainfall,1870s,Ireland/Republic of Ireland,Donegal,-,SPRACKBURN LETTERKENNY,10,1870,[..#6......],18,0,15,1872/01,1873/06,1,0,54.8,,SPRACKBURN-LETTERKENNY,,,,75?,,"J Ashe, MB",3 miles SW of the town; full record
TYRain_1870-1879_13_pt3,65,Rainfall,1870s,Ireland/Republic of Ireland,Donegal,-,LETTERKENNY (NOT MUCH DATA),10,1870,[.......#..],12,0,10,1877/01,1877/12,1,0,56.4,,LETTERKENNY-CARRE,,,,132,,Dr F.Carre,Not researched
TYRain_1880-1889_01_pt1,4,Rainfall,1880s,England,Surrey,Surrey-became-London,ASYLUM ROAD PECKHAM,10,1880,[#.........],12,0,10,1880/01,1880/12,1,0,30.2,,PECKHAM-ASYLUM-ROAD,TQ 349768,51.474,-0.059,20,,,"NGR is the southern end of Asylum Road, which matches the stated altitude. No obvious location for the gauge and it could be up to 700m N; the length of Asylum Road."
TYRain_1880-1889_01_pt1,6,Rainfall,1880s,England,Surrey,Surrey-became-London,CLAPHAM COMMON,10,1880,[..######..],70,0,58.3,1882/03,1887/12,5,0,20.4,,CLAPHAM-COMMON-THE-PAVEMENT,TQ 293752,51.461,-0.140,70,,,NGR is 14 The Pavement where the observer or his family lived. Altitude from OS map.
TYRain_1880-1889_01_pt1,7,Rainfall,1880s,England,Surrey,Surrey-became-London,FOREST HILL BORDER LODGE,10,1880,[..####9##.],79,0,65.8,1882/01,1888/10,5,0,23.0,,FOREST-HILL-BORDER-LODGE,TQ 352739,51.448,-0.056,260,,,"NGR is Border Lodge, 10 Honor Oak Road. Altitudes match."
TYRain_1880-1889_01_pt1,11,Rainfall,1880s,England,Kent,Kent-became-London,SYDENHAM LONGTON GROVE,10,1880,[.........#],12,0,10,1889/01,1889/12,1,0,25.5,,SYDENHAM-LONGTON-GROVE,TQ 348718,51.429,-0.062,22,,Porter,
TYRain_1880-1889_01_pt1,12,Rainfall,1880s,England,Kent,Kent-became-London,ELTHAM ELLERSLEA,10,1880,[..9.......],9,0,7.5,1882/01,1882/12,0,0,,,ELTHAM-ELLERSLEA,TQ 436744,51.450,0.065,,,Richardson,
TYRain_1880-1889_01_pt1,32,Rainfall,1880s,England,Middlesex,Middlesex-became-London,CHELSEA WHITEHEADS GROVE,10,1880,[.4#.......],15,0,12.5,1881/07,1882/12,1,0,24.0,,CHELSEA-WHITEHEADS-GROVE,,,,,,,
TYRain_1880-1889_01_pt1,33,Rainfall,1880s,England,Middlesex,Middlesex-became-London,CHELSEA CARLYLE MANSIONS,10,1880,[.........#],12,0,10,1889/01,1889/12,1,0,21.6,,CHELSEA-CARLYLE-MANSIONS,,,,,,,
TYRain_1880-1889_01_pt1,42,Rainfall,1880s,England,Middlesex,Middlesex-became-London,SPRINGFIELD ROAD WW ST MARYLEBONE,10,1880,[#####.....],60,0,50,1880/01,1884/12,5,0,25.2,,SPRINGFIELD-ROAD-WW-ST-MARYLEBONE,TQ 260836,51.537,-0.185,123,,,"NGR is Springfiled Road, St Johns Wood at the west end to match altitude. Not sure if this counts as Marylebone, which has been added by another hand and WW may be NW."
TYRain_1880-1889_01_pt1,43,Rainfall,1880s,England,Middlesex,Middlesex-became-London,SPRINGFIELD ROAD WW ST MARYLEBONE,10,1880,[#####.....],52,1,43.3,1880/01,1884/12,5,0,24.9,,SPRINGFIELD-ROAD-WW-ST-MARYLEBONE,TQ 260836,51.537,-0.185,123,,,"NGR is Springfiled Road, St Johns Wood at the west end to match altitude. Not sure if this counts as Marylebone, which has been added by another hand and WW may be NW."
TYRain_1880-1889_01_pt1,44,Rainfall,1880s,England,Middlesex,Middlesex-became-London,KILBURN NETHERWOOD STREET,10,1880,[##........],24,0,20,1880/01,1881/12,2,0,27.3,,KILBURN-NETHERWOOD-STREET,,,,,,,
TYRain_1880-1889_01_pt1,45,Rainfall,1880s,England,Middlesex,Middlesex-became-London,HAVERSTOCK HILL ORPHAN WORKING SCHOOL HAMPSTEAD,10,1880,[.9........],9,0,7.5,1881/04,1881/12,0,0,,,HAVERSTOCK-HILL-ORPHAN-WORKING-SCHOOL-HAMPSTEAD,,,,,,,
TYRain_1880-1889_01_pt1,53,Rainfall,1880s,England,Middlesex,Middlesex-became-London,MILFIELD LANE HIGHGATE,10,1880,[#.........],12,0,10,1880/01,1880/12,1,0,33.5,,HIGHGATE,,,,,,,
TYRain_1880-1889_01_pt1,55,Rainfall,1880s,England,Middlesex,Middlesex-became-London,CAZENOVE ROAD STAMFORD HILL,10,1880,[..3####...],51,0,42.5,1882/10,1886/12,4,0,23.0,,CAZENOVE-ROAD-STAMFORD-HILL,TQ 342869,51.565,-0.065,89,,,NGR is on Cazenove Road at stated altitude
TYRain_1880-1889_01_pt1,58,Rainfall,1880s,England,Middlesex,Middlesex-became-London,UPPER CLAPTON,10,1880,[5#####8##.],93,0,77.5,1880/04,1888/12,5,0,23.6,,UPPER-CLAPTON-CLAPTON-COMMON,TQ 343873,51.569,-0.064,98,,,"NGR is 25 Clapton Common. Altitudes match. Gauge moved to No 58 in Nov 1884, NGR TQ342876"
TYRain_1880-1889_01_pt1,60,Rainfall,1880s,England,Middlesex,Middlesex-became-London,ST PANCRAS ALBERT STREET,10,1880,[........6#],16,0,13.3,1888/06,1889/12,0,0,,,ST-PANCRAS-ALBERT-STREET,,,,,,,
TYRain_1880-1889_01_pt1,68,Rainfall,1880s,England,Middlesex,Middlesex-became-London,LONDON CAMDEN ROAD,10,1880,[........5.],5,0,4.2,1888/01,1888/05,0,0,,,CAMDEN-ROAD-OBS-TRIPP,,,,,,,
TYRain_1880-1889_01_pt1,70,Rainfall,1880s,England,Middlesex,Middlesex-became-London,FLEET STREET LONDON,10,1880,[...#######],84,0,70,1883/01,1889/12,7,0,20.3,,FLEET-STREET-LONDON,TQ 312811,51.514,-0.111,54,,,"NGR is Hoare Bank, 37 Fleet Street. Messrs Hoare are the observers. Altitudes match"
TYRain_1880-1889_01_pt2,5,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,STAINES WYTHEGATE,10,1880,[.9........],9,0,7.5,1881/01,1881/12,0,0,,,STAINES-WYTHEGATE,,,,,,,
TYRain_1880-1889_01_pt2,8,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,STRAWBERRY HILL TWICKENHAM,10,1880,[#.........],12,0,10,1880/01,1880/12,1,0,30.7,,TWICKENHAM-STRAWBERRY-HILL-12-WALPOLE-GARDENS,,,,,,,
TYRain_1880-1889_01_pt2,9,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,TWICKENHAM STRAWBERRY VALE,10,1880,[.........7],7,0,5.8,1889/06,1889/12,0,0,,,TWICKENHAM-VALE-HOUSE,,,,,,,
TYRain_1880-1889_01_pt2,10,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,TWICKENHAM HOLY TRINITY VICARAGE,10,1880,[........##],24,0,20,1888/01,1889/12,2,0,23.5,,TWICKENHAM-HOLY-TRINITY-VICARAGE,,,,,,,
TYRain_1880-1889_01_pt2,11,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,TWICKENHAM HIGH SHOT HOUSE,10,1880,[......#...],12,0,10,1886/01,1886/12,1,0,23.2,,TWICKENHAM-HIGH-SHOT-HOUSE,,,,,,,
TYRain_1880-1889_01_pt2,15,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,CHISWICK PUMPING STATION,10,1880,[.....###..],36,0,30,1885/01,1887/12,3,0,19.8,,CHISWICK-PUMPING-STATION,,,,,,,
TYRain_1880-1889_01_pt2,16,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,CHISWICK PRIORY ROAD BEDFORD PARK,10,1880,[....1.....],1,0,0.8,1884/12,1884/12,0,0,,,CHISWICK-PRIORY-ROAD-BEDFORD-PARK,,,,,,,
TYRain_1880-1889_01_pt2,22,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,KENSAL GREEN GAS WORKS,10,1880,[....###...],36,0,30,1884/01,1886/12,3,0,19.3,,KENSAL-GREEN-GAS-WORKS,,,,,,,
TYRain_1880-1889_01_pt2,23,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,UXBRIDGE HILLINGDON,10,1880,[........##],24,0,20,1888/01,1889/12,2,0,24.4,,UXBRIDGE-HILLINGDON,,,,,,,
TYRain_1880-1889_01_pt2,24,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HILLINGDON HIGHFIELD,10,1880,[..3##.....],27,0,22.5,1882/10,1884/12,2,0,21.8,,UXBRIDGE-HILLINGDON,,,,,,,
TYRain_1880-1889_01_pt2,28,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HENDON,10,1880,[........#2],12,0,10,1888/03,1889/02,0,0,,,HENDON,,,,,,,
TYRain_1880-1889_01_pt2,31,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,GREAT STANMORE,10,1880,[..3##9....],36,0,30,1882/10,1885/09,2,0,24.1,,GREAT-STANMORE,TQ 161932,51.626,-0.324,450,,,"NGR is based on the relationship to the Church and is about the correct altitude. Two gauges at different altitudes, which were transposed on 1884, which means gauges are in different locations possibly up to 500 yards apart"
TYRain_1880-1889_01_pt2,32,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,GREAT STANMORE,10,1880,[...6#8....],26,1,21.7,1883/05,1885/08,1,0,21.4,,GREAT-STANMORE,TQ 161932,51.626,-0.324,480,,,"NGR is based on the relationship to the Church and is about the correct altitude. Two gauges at different altitudes, which were transposed on 1884, which means gauges are in different locations possibly up to 500 yards apart"
TYRain_1880-1889_01_pt2,33,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,MILL HILL SCHOOL,10,1880,[#.........],11,0,9.2,1880/01,1880/12,0,0,,,MILL-HILL-SCHOOL,,,,,,,
TYRain_1880-1889_01_pt2,37,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HIGHGATE CROUCH END,10,1880,[...####...],48,0,40,1883/01,1886/12,4,0,26.1,,HIGHGATE-CROUCH-END,,,,,,,
TYRain_1880-1889_01_pt2,38,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HORNSEY CAMPSBOURNE ROAD,10,1880,[6#........],18,0,15,1880/07,1881/12,1,0,28.7,,HORNSEY-CAMPSBOURNE-ROAD,,,,,,,
TYRain_1880-1889_01_pt2,40,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HORNSEY LOCAL BOARD WORKS,10,1880,[.......##.],22,0,18.3,1887/03,1888/12,1,0,22.7,,HORNSEY-LOCAL-BOARD-WORKS,,,,,,,
TYRain_1880-1889_01_pt2,46,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HILTON HOUSE E.FINCHLEY,10,1880,[##7.......],31,0,25.8,1880/01,1882/07,2,0,26.1,,HILTON-HOUSE-EFINCHLEY,TQ 267902,51.596,-0.172,270,,,NGR is where a modern Hilton House is located with the correct relationship to the church
TYRain_1880-1889_01_pt2,47,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,FINCHLEY EAST ARDENCAPLE,10,1880,[....#.....],12,0,10,1884/01,1884/12,1,0,24.0,,FINCHLEY-EAST-ARDENCAPLE,TQ 2789,51.590,-0.170,300,,,"NGR is East Finchley 1km square, cannot locate any better than this"
TYRain_1880-1889_01_pt2,48,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,HORNSEY WOOD GREEN,10,1880,[#.........],11,0,9.2,1880/01,1880/12,0,0,,,HORNSEY-WOOD-GREEN,,,,,,,
TYRain_1880-1889_01_pt2,52,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,COLNEY HATCH,10,1880,[5.........],5,0,4.2,1880/01,1880/05,0,0,,,COLNEY-HATCH,,,,,,,
TYRain_1880-1889_01_pt2,59,Rainfall,1880s,England,Middlesex,Middlesex-stayed-Middlesex,ENFIELD CHASE SIDE,10,1880,[9#........],21,0,17.5,1880/04,1881/12,1,0,27.7,,ENFIELD-CHASE-SIDE,TQ 325966,51.653,-0.086,100,,,NGR is based on the relationship to the church and station
TYRain_1880-1889_01_pt3,5,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,GODSTONE TYLER'S GREEN,10,1880,[######....],71,0,59.2,1880/01,1885/12,5,0,27.4,,GODSTONE-TYLERS-GREEN,TQ 350521,51.252,-0.067,366,,baldwin latham CE,NGR is in Tylers Green at stated altitude. NGR could be +/- 250m
TYRain_1880-1889_01_pt3,13,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,SOUTH NORWOOD CUMBERLOW,10,1880,[....7#....],19,0,15.8,1884/06,1885/12,1,0,26.1,,NORWOOD-SOUTH-CUMBERLOW,TQ 340687,51.402,-0.075,175,,,"NGR is Cumberlow. Stated altitude is a bit low and differs from the Main gauge, suggesting gauge might be in another location near Cumberlow / Other"
TYRain_1880-1889_01_pt3,14,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,NORWOOD SOUTH CUMBERLOW,10,1880,[.#####....],60,0,50,1881/01,1885/12,5,0,21.6,,NORWOOD-SOUTH-CUMBERLOW,TQ 340687,51.402,-0.075,190,,,NGR is Cumberlow. Altitudes match. / Main
TYRain_1880-1889_01_pt3,16,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,CATERHAM VALLEY,10,1880,[2##.......],26,0,21.7,1880/11,1882/12,2,0,33.1,,CATERHAM-VALLEY,,,,,,Young,
TYRain_1880-1889_01_pt3,21,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,KENLEY,10,1880,[######....],72,0,60,1880/01,1885/12,6,0,30.3,,KENLEY,TQ 329590,51.315,-0.094,501,,,"NGR is near Kenley House near the stated altitude. NGR could be +/- 200m and this is the only area near Kenley at the stated altitude. No other information on record to help confirm the location; the observer, B Latham, is a Civil Engineer named for many locations in Surrey / 1885 unreliable"
TYRain_1880-1889_01_pt3,22,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,PURLEY REEDHAM ASYLUM,10,1880,[........3#],15,0,12.5,1888/10,1889/12,1,0,26.2,,PURLEY-REEDHAM-ASYLUM,TQ 311605,51.328,-0.120,375,,,"NGR Is Reedhan Orphanage, also known as Asylum. Altitudes match."
TYRain_1880-1889_01_pt3,27,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,CARSHALTON THE WRYTHE,10,1880,[........##],24,0,20,1888/01,1889/12,2,0,24.7,,CARSHALTON-THE-WRYTHE,TQ 273653,51.372,-0.172,,,,
TYRain_1880-1889_01_pt3,31,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,CROYDON COOMBE LANE,10,1880,[.....###..],36,0,30,1885/01,1887/12,3,0,26.9,,CROYDON-COOMBE-LANE,,,,,,,
TYRain_1880-1889_01_pt3,34,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,CHURCH ST. CROYDON,10,1880,[##........],24,0,20,1880/01,1881/12,2,0,29.4,,CROYDON-CHURCH-STREET,,,,,,,
TYRain_1880-1889_01_pt3,43,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,THORNTON HEATH CROYDON,10,1880,[#4........],16,0,13.3,1880/01,1881/04,1,0,29.0,,CROYDON-THORNTON-HEATH,,,,,,,
TYRain_1880-1889_01_pt3,45,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,WOODBURN HOUSE MITCHAM,10,1880,[##........],24,0,20,1880/01,1881/12,2,0,25.4,,MITCHAM,,,,,,,
TYRain_1880-1889_01_pt3,46,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,TAMWORTH LODGE MITCHAM,10,1880,[##........],24,0,20,1880/01,1881/12,2,0,27.9,,TAMWORTH-LODGE-MITCHAM,,,,,,,
TYRain_1880-1889_01_pt3,50,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,DORKING SOUTH STREET,10,1880,[....###...],36,0,30,1884/01,1886/12,3,0,31.4,,DORKING-SOUTH-STREET,TQ 164492,51.230,-0.334,,,Fielder,
TYRain_1880-1889_01_pt3,62,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,REIGATE SPRINGFIELD,10,1880,[..######5.],77,0,64.2,1882/01,1888/05,6,0,29.9,,REIGATE-SPRINGFIELD,TQ 253505,51.240,-0.206,300,,T P Newman,"NGR is assumed to be the location of Springfied on London Road, based on a sequence of properties listed in a census. Altitudes match and the location is near Reigate Station, a note on record says gauge is near station."
TYRain_1880-1889_01_pt3,65,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,REIGATE LOVELANDS,10,1880,[....######],70,0,58.3,1884/03,1889/12,5,0,31.1,,REIGATE-LOVELANDS,TQ 257537,51.269,-0.200,600,,,"NGR is Lovelands Farm. Altitudes match. NGR could be 150m S at Lovelands Cottage, which has same altitude"
TYRain_1880-1889_01_pt3,66,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,REIGATE SHAGBROOK BUCKLAND,10,1880,[.....#####],58,0,48.3,1885/03,1889/12,4,0,26.4,,REIGATE-SHAGBROOK-BUCKLAND,TQ 233506,51.241,-0.235,240,,,NGR is Shagbrook. Altitudes match.
TYRain_1880-1889_01_pt3,67,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,RED HILL BEECH HOUSE,10,1880,[....5#####],65,0,54.2,1884/08,1889/12,5,0,28.3,,RED-HILL-BEECH-HOUSE,TQ 281513,51.246,-0.166,,,R Barrington,"Cannot find Beech House at the stated altitude or the observer R Barrington. Modern Beech House at TQ272502, which is close to stated altitude but no evidence this existed in 1880s/1890s / Beech House London Road Exact House not found but survey suggests near Frenches Road which matches altitude and near modern day Barrington Court"
TYRain_1880-1889_01_pt3,69,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,REDHILL MONTPELLIER,10,1880,[.........6],6,0,5,1889/07,1889/12,0,0,,,REDHILL-MONTPELLIER,,,,,,,
TYRain_1880-1889_01_pt3,71,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,RED HILL CLAREMONT NUTFIELD,10,1880,[..###2....],36,0,30,1882/03,1885/02,2,0,25.3,,RED-HILL-CLAREMONT-NUTFIELD,,,,,,,
TYRain_1880-1889_01_pt3,78,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,ASHSTEAD RECTORY,10,1880,[.##.......],24,0,20,1881/01,1882/12,2,0,28.0,,ASHSTEAD-RECTORY,,,,,,,
TYRain_1880-1889_01_pt3,80,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,COBHAM FAIRCROFT,10,1880,[..#.......],12,0,10,1882/01,1882/12,1,0,24.0,,COBHAM-FAIRCROFT,,,,,,,
TYRain_1880-1889_01_pt3,82,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,EPSOM CAMPVILLE,10,1880,[.......#..],12,0,10,1887/01,1887/12,1,0,21.5,,EPSOM-CAMPVILLE,,,,,,,
TYRain_1880-1889_01_pt3,84,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,ESHER WEST END,10,1880,[......8###],44,0,36.7,1886/05,1889/12,3,0,22.1,,ESHER-WEST-END,,,,,,Dines,
TYRain_1880-1889_01_pt3,93,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,NEW MALDON GOSFORTH LODGE,10,1880,[........5#],16,0,13.3,1888/08,1889/11,0,0,,,NEW-MALDON-GOSFORTH-LODGE,,,,,,,
TYRain_1880-1889_01_pt3,95,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,WALTON-ON-THAMES,10,1880,[.........#],12,0,10,1889/01,1889/12,1,0,21.4,,WALTON-ON-THAMES-CLEVELAND-LODGE,,,,,,,
TYRain_1880-1889_01_pt3,97,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,SURBITON GROVE ROAD,10,1880,[#.........],11,0,9.2,1880/01,1880/11,0,0,,,SURBITON-GROVE-ROAD,TQ 176678,51.397,-0.311,21,,,"NGR is the West end of Grove Road (300m long) , which is closest match to stated altitude/"
TYRain_1880-1889_01_pt3,102,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,WIMBLEDON ATHERTON GRANGE,10,1880,[###.......],34,0,28.3,1880/01,1882/10,2,0,27.5,,WIMBLEDON-ATHERTON-GRANGE,TQ 238719,51.433,-0.220,,,J Nunns,
TYRain_1880-1889_01_pt3,111,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,ALDERBROOK CRANLEIGH,10,1880,[###.......],36,0,30,1880/01,1882/12,3,0,32.9,,ALDERBROOK-CRANLEIGH,,,,,,,
TYRain_1880-1889_01_pt3,114,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,EWHURST RECTORY,10,1880,[......####],48,0,40,1886/01,1889/12,4,0,28.4,,EWHURST-RECTORY,TQ 092404,51.152,-0.440,344,,,NGR is the rectory. Altitudes match.
TYRain_1880-1889_01_pt3,118,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,MEADOWSIRE GODALMING,10,1880,[...#......],12,0,10,1883/01,1883/12,1,0,25.2,,MEADOWSIRE-GODALMING,,,,,,,
TYRain_1880-1889_01_pt3,123,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,SHERE HOUND HOUSE,10,1880,[.......8#.],20,0,16.7,1887/05,1888/12,1,0,31.6,,SHERE-HOUND-HOUSE,,,,,,,
TYRain_1880-1889_01_pt3,136,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,CHOBHAM WOKING,10,1880,[......####],48,0,40,1886/01,1889/12,4,0,23.2,,CHOBHAM-WOKING,SU 971611,51.341,-0.607,90,,,NGR is based on the relationship to church at stated altitude. NGR could be +/- 200m / Main
